epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
141,420.006,0.59557,0.51881,0.97584,0.44002,0.26471,0.21574,0.15926,0.86471,1.47856,0.59972,0.000152,0.000152,0.000152
142,422.701,0.50861,0.4426,0.9025,0.79636,0.26471,0.26646,0.18137,0.89153,1.15782,0.59764,0.0001388,0.0001388,0.0001388
143,425.471,0.59189,0.46554,0.94782,0.66968,0.29412,0.26856,0.17364,0.89705,1.09961,0.59817,0.0001256,0.0001256,0.0001256
144,428.283,0.58902,0.49098,0.95046,0.62056,0.29412,0.26581,0.17462,0.91057,1.05823,0.59949,0.0001124,0.0001124,0.0001124
145,431.101,0.49867,0.43527,0.90173,0.62882,0.29412,0.27218,0.16975,0.92242,1.03524,0.60097,9.92e-05,9.92e-05,9.92e-05
146,433.848,0.5121,0.48114,0.87925,0.72089,0.29412,0.28453,0.17524,0.93249,1.00196,0.60357,8.6e-05,8.6e-05,8.6e-05
147,436.547,0.59161,0.49471,0.90437,0.64946,0.29412,0.2834,0.17613,0.95576,0.98404,0.60607,7.28e-05,7.28e-05,7.28e-05
148,439.319,0.50052,0.45364,0.9334,0.68272,0.29412,0.28506,0.18323,0.93635,0.93378,0.60418,5.96e-05,5.96e-05,5.96e-05
149,442.093,0.46049,0.44508,0.90644,0.63961,0.29412,0.25769,0.17838,0.91187,0.92446,0.60118,4.64e-05,4.64e-05,4.64e-05
150,444.744,0.49345,0.49535,0.87771,0.64947,0.29412,0.25967,0.17946,0.91686,0.90905,0.60123,3.32e-05,3.32e-05,3.32e-05
